datetime,cpu_load1,cpu_load5,mem_used(M),mem_free(M)
2025-12-09_03:20:23,0,0,4322,105449
2025-12-09_03:20:28,0,0,4322,105449
2025-12-09_03:20:33,0,0,4322,105449
2025-12-09_03:20:38,0,0,4322,105449
2025-12-09_03:20:43,0,0,4318,105453
2025-12-09_03:20:48,0,0,4317,105453
2025-12-09_03:20:53,0,0,4317,105453
2025-12-09_03:20:58,0,0,4317,105453
2025-12-09_03:21:03,0,0,4323,105448
2025-12-09_03:21:08,0,0,4323,105448
2025-12-09_03:21:13,0,0,4322,105449
2025-12-09_03:21:18,0,0,4322,105448
2025-12-09_03:21:23,0,0,4323,105448
2025-12-09_03:21:28,0,0,4319,105452
2025-12-09_03:21:33,0,0,4319,105452
2025-12-09_03:21:38,0,0,4319,105452
2025-12-09_03:21:43,0,0,4323,105448
2025-12-09_03:21:48,0,0,4322,105448
2025-12-09_03:21:53,0,0,4322,105448
2025-12-09_03:21:58,0,0,4322,105448
2025-12-09_03:22:03,0,0,4320,105451
2025-12-09_03:22:08,0,0,4320,105451
2025-12-09_03:22:13,0,0,4319,105452
2025-12-09_03:22:18,0,0,4319,105452
2025-12-09_03:22:23,0,0,4319,105451
2025-12-09_03:22:28,0,0,4319,105451
2025-12-09_03:22:33,0,0,4319,105451
2025-12-09_03:22:38,0,0,4319,105451
2025-12-09_03:22:43,0,0,4316,105454
2025-12-09_03:22:48,0,0,4317,105454
2025-12-09_03:22:53,0,0,4317,105454
2025-12-09_03:22:58,0,0,4317,105454
2025-12-09_03:23:03,0,0,4320,105451
2025-12-09_03:23:08,0,0,4319,105451
2025-12-09_03:23:13,0,0,4319,105452
2025-12-09_03:23:18,0,0,4319,105452
2025-12-09_03:23:23,0,0,4320,105450
2025-12-09_03:23:28,0,0,4320,105451
2025-12-09_03:23:33,0,0,4320,105451
2025-12-09_03:23:38,0,0,4320,105451
2025-12-09_03:23:43,0,0,4320,105451
2025-12-09_03:23:48,0,0,4320,105451
2025-12-09_03:23:53,0,0,4320,105451
2025-12-09_03:23:58,0,0,4320,105451
2025-12-09_03:24:03,0,0,4329,105442
2025-12-09_03:24:08,0,0,4328,105443
2025-12-09_03:24:13,0,0,4327,105444
2025-12-09_03:24:18,0,0,4326,105444
2025-12-09_03:24:23,0,0,4324,105447
2025-12-09_03:24:28,0,0,4324,105447
2025-12-09_03:24:33,0,0,4324,105447
2025-12-09_03:24:38,0,0,4323,105447
2025-12-09_03:24:43,0,0,4325,105446
2025-12-09_03:24:48,0,0,4325,105446
2025-12-09_03:24:53,0,0,4325,105446
2025-12-09_03:24:58,0,0,4325,105446
2025-12-09_03:25:03,0,0,4327,105444
2025-12-09_03:25:08,0,0,4326,105444
2025-12-09_03:25:13,0,0,4325,105445
2025-12-09_03:25:18,0,0,4325,105445
2025-12-09_03:25:23,0,0,4329,105442
2025-12-09_03:25:28,0,0,4328,105442
2025-12-09_03:25:33,0,0,4327,105443
2025-12-09_03:25:38,0,0,4327,105443
2025-12-09_03:25:43,0,0,4329,105441
2025-12-09_03:25:48,0,0,4329,105442
2025-12-09_03:25:53,0,0,4329,105442
2025-12-09_03:25:58,0,0,4329,105442
2025-12-09_03:26:03,0,0,4331,105440
2025-12-09_03:26:08,0,0,4330,105440
2025-12-09_03:26:13,0,0,4329,105441
2025-12-09_03:26:18,0,0,4329,105441
2025-12-09_03:26:23,0,0,4328,105443
2025-12-09_03:26:28,0,0,4327,105443
2025-12-09_03:26:33,0,0,4327,105444
2025-12-09_03:26:38,0,0,4327,105444
2025-12-09_03:26:43,0,0,4327,105444
2025-12-09_03:26:48,0,0,4327,105444
2025-12-09_03:26:53,0,0,4326,105444
2025-12-09_03:26:58,0,0,4327,105444
2025-12-09_03:27:03,0,0,4334,105436
2025-12-09_03:27:08,0,0,4334,105437
2025-12-09_03:27:13,0,0,4334,105437
2025-12-09_03:27:18,0,0,4333,105437
2025-12-09_03:27:23,0,0,4333,105438
2025-12-09_03:27:28,0,0,4332,105438
2025-12-09_03:27:33,0,0,4332,105438
2025-12-09_03:27:38,0,0,4332,105439
2025-12-09_03:27:43,0,0,4331,105439
2025-12-09_03:27:48,0,0,4331,105439
2025-12-09_03:27:53,0,0,4331,105439
2025-12-09_03:27:58,0,0,4331,105440
2025-12-09_03:28:03,0,0,4335,105435
2025-12-09_03:28:08,0,0,4334,105436
2025-12-09_03:28:13,0,0,4334,105436
2025-12-09_03:28:18,0,0,4334,105436
2025-12-09_03:28:23,0,0,4331,105439
2025-12-09_03:28:28,0,0,4331,105439
2025-12-09_03:28:33,0,0,4330,105440
2025-12-09_03:28:38,0,0,4330,105440
2025-12-09_03:28:43,0,0,4333,105438
2025-12-09_03:28:48,0,0,4332,105438
2025-12-09_03:28:53,0,0,4332,105439
2025-12-09_03:28:58,0,0,4332,105439
2025-12-09_03:29:03,0,0,4333,105437
2025-12-09_03:29:08,0,0,4333,105438
2025-12-09_03:29:13,0,0,4332,105438
2025-12-09_03:29:18,0,0,4332,105438
2025-12-09_03:29:23,0,0,4330,105440
2025-12-09_03:29:28,0,0,4330,105441
2025-12-09_03:29:33,0,0,4330,105441
2025-12-09_03:29:38,0,0,4330,105441
2025-12-09_03:29:43,0,0,4330,105440
2025-12-09_03:29:48,0,0,4329,105442
2025-12-09_03:29:53,0,0,4329,105442
2025-12-09_03:29:58,0,0,4329,105442
2025-12-09_03:30:03,0,0,4326,105445
2025-12-09_03:30:08,0,0,4325,105445
2025-12-09_03:30:13,0,0,4324,105446
2025-12-09_03:30:18,0,0,4324,105446
2025-12-09_03:30:23,0,0,4326,105445
2025-12-09_03:30:28,0,0,4325,105445
2025-12-09_03:30:33,0,0,4325,105446
2025-12-09_03:30:38,0,0,4324,105446
2025-12-09_03:30:43,0,0,4324,105446
2025-12-09_03:30:48,0,0,4322,105448
2025-12-09_03:30:53,0,0,4322,105449
2025-12-09_03:30:58,0,0,4322,105449
2025-12-09_03:31:03,0,0,4326,105444
2025-12-09_03:31:08,0,0,4326,105445
2025-12-09_03:31:13,0,0,4325,105445
2025-12-09_03:31:18,0,0,4325,105445
2025-12-09_03:31:23,0,0,4321,105449
2025-12-09_03:31:28,0,0,4321,105450
2025-12-09_03:31:33,0,0,4321,105450
2025-12-09_03:31:38,0,0,4321,105450
2025-12-09_03:31:43,0,0,4322,105448
2025-12-09_03:31:48,0,0,4321,105449
2025-12-09_03:31:53,0,0,4321,105449
2025-12-09_03:31:58,0,0,4321,105449
2025-12-09_03:32:03,0,0,4324,105446
2025-12-09_03:32:08,0,0,4324,105447
2025-12-09_03:32:13,0,0,4324,105447
2025-12-09_03:32:18,0,0,4323,105447
2025-12-09_03:32:23,0,0,4322,105448
2025-12-09_03:32:28,0,0,4322,105449
2025-12-09_03:32:33,0,0,4322,105449
2025-12-09_03:32:38,0,0,4321,105449
2025-12-09_03:32:43,0,0,4321,105449
2025-12-09_03:32:48,0,0,4317,105453
2025-12-09_03:32:53,0,0,4317,105453
2025-12-09_03:32:58,0,0,4317,105453
2025-12-09_03:33:03,0,0,4324,105446
2025-12-09_03:33:08,0,0,4324,105447
2025-12-09_03:33:13,0,0,4323,105447
2025-12-09_03:33:18,0,0,4323,105447
2025-12-09_03:33:23,0,0,4323,105447
2025-12-09_03:33:28,0,0,4322,105448
2025-12-09_03:33:33,0,0,4322,105448
2025-12-09_03:33:38,0,0,4322,105449
2025-12-09_03:33:43,0,0,4322,105449
2025-12-09_03:33:48,0,0,4324,105446
2025-12-09_03:33:53,0,0,4324,105446
2025-12-09_03:33:58,0,0,4323,105447
2025-12-09_03:34:03,0,0,4328,105442
2025-12-09_03:34:08,0,0,4327,105443
2025-12-09_03:34:13,0,0,4327,105443
2025-12-09_03:34:18,0,0,4327,105444
2025-12-09_03:34:23,0,0,4323,105447
2025-12-09_03:34:28,0,0,4323,105447
2025-12-09_03:34:33,0,0,4323,105447
2025-12-09_03:34:38,0,0,4323,105447
2025-12-09_03:34:43,0,0,4323,105448
2025-12-09_03:34:48,0,0,4322,105448
2025-12-09_03:34:53,0,0,4322,105449
2025-12-09_03:34:58,0,0,4322,105449
2025-12-09_03:35:03,0,0,4326,105444
2025-12-09_03:35:08,0,0,4326,105444
2025-12-09_03:35:13,0,0,4324,105446
2025-12-09_03:35:18,0,0,4324,105446
2025-12-09_03:35:23,0,0,4323,105447
2025-12-09_03:35:28,0,0,4323,105448
2025-12-09_03:35:33,0,0,4322,105448
2025-12-09_03:35:38,0,0,4322,105448
2025-12-09_03:35:43,0,0,4322,105449
2025-12-09_03:35:48,0,0,4322,105448
2025-12-09_03:35:53,0,0,4322,105448
2025-12-09_03:35:58,0,0,4322,105448
2025-12-09_03:36:03,0,0,4336,105434
2025-12-09_03:36:08,0,0,4336,105435
2025-12-09_03:36:13,0,0,4335,105435
2025-12-09_03:36:18,0,0,4335,105435
2025-12-09_03:36:23,0,0,4333,105437
2025-12-09_03:36:28,0,0,4333,105437
2025-12-09_03:36:33,0,0,4333,105438
2025-12-09_03:36:38,0,0,4333,105438
2025-12-09_03:36:43,0,0,4333,105438
2025-12-09_03:36:48,0,0,4334,105436
2025-12-09_03:36:53,0,0,4334,105436
2025-12-09_03:36:58,0,0,4334,105436
2025-12-09_03:37:03,0,0,4333,105437
2025-12-09_03:37:08,0,0,4333,105438
2025-12-09_03:37:13,0,0,4333,105438
2025-12-09_03:37:18,0,0,4333,105438
2025-12-09_03:37:23,0,0,4333,105437
2025-12-09_03:37:28,0,0,4333,105437
2025-12-09_03:37:33,0,0,4333,105438
2025-12-09_03:37:38,0,0,4333,105438
2025-12-09_03:37:43,0,0,4333,105438
2025-12-09_03:37:48,0,0,4333,105438
2025-12-09_03:37:53,0,0,4333,105438
2025-12-09_03:37:58,0,0,4333,105438
2025-12-09_03:38:03,0,0,4335,105435
2025-12-09_03:38:08,0,0,4334,105436
2025-12-09_03:38:13,0,0,4334,105436
2025-12-09_03:38:18,0,0,4334,105436
2025-12-09_03:38:23,0,0,4330,105440
2025-12-09_03:38:28,0,0,4329,105441
2025-12-09_03:38:33,0,0,4329,105441
2025-12-09_03:38:38,0,0,4329,105441
2025-12-09_03:38:43,0,0,4329,105441
2025-12-09_03:38:48,0,0,4329,105441
2025-12-09_03:38:53,0,0,4329,105441
2025-12-09_03:38:58,0,0,4329,105441
2025-12-09_03:39:03,0,0,4334,105436
2025-12-09_03:39:08,0,0,4334,105436
2025-12-09_03:39:13,0,0,4333,105437
2025-12-09_03:39:18,0,0,4333,105437
2025-12-09_03:39:23,0,0,4333,105437
2025-12-09_03:39:28,0,0,4334,105437
2025-12-09_03:39:33,0,0,4334,105437
2025-12-09_03:39:38,0,0,4334,105437
2025-12-09_03:39:43,0,0,4334,105437
2025-12-09_03:39:48,0,0,4336,105434
2025-12-09_03:39:53,0,0,4336,105434
2025-12-09_03:39:58,0,0,4336,105434
2025-12-09_03:40:03,0,0,4328,105442
2025-12-09_03:40:08,0,0,4328,105442
2025-12-09_03:40:13,0,0,4327,105443
2025-12-09_03:40:18,0,0,4327,105444
2025-12-09_03:40:23,0,0,4327,105443
2025-12-09_03:40:28,0,0,4327,105443
2025-12-09_03:40:33,0,0,4327,105443
2025-12-09_03:40:38,0,0,4326,105444
2025-12-09_03:40:43,0,0,4326,105444
2025-12-09_03:40:48,0,0,4326,105444
2025-12-09_03:40:53,0,0,4322,105448
2025-12-09_03:40:58,0,0,4322,105448
2025-12-09_03:41:03,0,0,4330,105440
2025-12-09_03:41:08,0,0,4329,105441
2025-12-09_03:41:13,0,0,4327,105443
2025-12-09_03:41:18,0,0,4327,105443
2025-12-09_03:41:23,0,0,4327,105443
2025-12-09_03:41:28,0,0,4327,105443
2025-12-09_03:41:33,0,0,4327,105443
2025-12-09_03:41:38,0,0,4327,105443
2025-12-09_03:41:43,0,0,4327,105443
2025-12-09_03:41:48,0,0,4327,105443
2025-12-09_03:41:53,0,0,4327,105444
2025-12-09_03:41:58,0,0,4327,105444
2025-12-09_03:42:03,0,0,4336,105434
2025-12-09_03:42:08,0,0,4336,105434
2025-12-09_03:42:13,0,0,4334,105436
2025-12-09_03:42:18,0,0,4334,105436
2025-12-09_03:42:23,0,0,4334,105437
2025-12-09_03:42:28,0,0,4333,105437
2025-12-09_03:42:33,0,0,4333,105437
2025-12-09_03:42:38,0,0,4333,105437
2025-12-09_03:42:43,0,0,4333,105437
2025-12-09_03:42:48,0,0,4334,105436
2025-12-09_03:42:53,0,0,4334,105437
2025-12-09_03:42:58,0,0,4334,105437
2025-12-09_03:43:03,0,0,4336,105434
2025-12-09_03:43:08,0,0,4335,105435
2025-12-09_03:43:13,0,0,4334,105436
2025-12-09_03:43:18,0,0,4334,105436
2025-12-09_03:43:23,0,0,4335,105435
2025-12-09_03:43:28,0,0,4334,105436
2025-12-09_03:43:33,0,0,4334,105437
2025-12-09_03:43:38,0,0,4334,105437
2025-12-09_03:43:43,0,0,4333,105437
2025-12-09_03:43:48,0,0,4333,105437
2025-12-09_03:43:53,0,0,4332,105438
2025-12-09_03:43:58,0,0,4332,105438
2025-12-09_03:44:03,0,0,4327,105443
2025-12-09_03:44:08,0,0,4326,105444
2025-12-09_03:44:13,0,0,4325,105445
2025-12-09_03:44:18,0,0,4325,105445
2025-12-09_03:44:23,8,2,4323,105447
2025-12-09_03:44:28,7,2,4322,105448
2025-12-09_03:44:33,7,2,4322,105448
2025-12-09_03:44:38,6,2,4322,105448
2025-12-09_03:44:43,6,1,4322,105448
2025-12-09_03:44:48,5,1,4320,105450
2025-12-09_03:44:53,5,1,4320,105450
2025-12-09_03:44:58,4,1,4320,105450
2025-12-09_03:45:03,4,1,4332,105438
2025-12-09_03:45:08,4,1,4327,105443
2025-12-09_03:45:13,3,1,4326,105444
2025-12-09_03:45:18,3,1,4326,105444
2025-12-09_03:45:23,3,1,4326,105444
2025-12-09_03:45:28,2,1,4325,105445
2025-12-09_03:45:33,2,1,4325,105445
2025-12-09_03:45:38,2,1,4325,105445
2025-12-09_03:45:43,2,1,4325,105445
2025-12-09_03:45:48,2,1,4330,105440
2025-12-09_03:45:53,2,1,4330,105440
2025-12-09_03:45:58,1,1,4330,105440
2025-12-09_03:46:03,1,1,4335,105435
2025-12-09_03:46:08,1,1,4330,105440
2025-12-09_03:46:13,1,1,4328,105442
2025-12-09_03:46:18,1,1,4328,105442
2025-12-09_03:46:23,1,0,4332,105438
2025-12-09_03:46:28,1,0,4331,105439
2025-12-09_03:46:33,1,0,4331,105439
2025-12-09_03:46:38,1,0,4331,105439
2025-12-09_03:46:43,0,0,4331,105439
2025-12-09_03:46:48,0,0,4332,105438
2025-12-09_03:46:53,0,0,4328,105442
2025-12-09_03:46:58,0,0,4328,105442
2025-12-09_03:47:03,0,0,4332,105438
2025-12-09_03:47:08,0,0,4332,105438
2025-12-09_03:47:13,0,0,4331,105439
2025-12-09_03:47:18,0,0,4331,105439
2025-12-09_03:47:23,0,0,4327,105443
2025-12-09_03:47:28,0,0,4326,105444
2025-12-09_03:47:33,0,0,4326,105444
2025-12-09_03:47:38,0,0,4326,105444
2025-12-09_03:47:43,0,0,4326,105444
2025-12-09_03:47:48,0,0,4326,105444
2025-12-09_03:47:53,0,0,4326,105444
2025-12-09_03:47:58,0,0,4326,105444
2025-12-09_03:48:03,0,0,4338,105432
2025-12-09_03:48:08,0,0,4337,105433
2025-12-09_03:48:13,0,0,4336,105434
2025-12-09_03:48:18,0,0,4336,105434
2025-12-09_03:48:23,0,0,4330,105440
2025-12-09_03:48:28,0,0,4329,105440
2025-12-09_03:48:33,0,0,4329,105441
2025-12-09_03:48:38,0,0,4329,105441
2025-12-09_03:48:43,0,0,4329,105441
2025-12-09_03:48:48,0,0,4331,105439
2025-12-09_03:48:53,0,0,4331,105439
2025-12-09_03:48:58,0,0,4331,105439
2025-12-09_03:49:03,0,0,4332,105438
2025-12-09_03:49:08,0,0,4332,105438
2025-12-09_03:49:13,0,0,4331,105439
2025-12-09_03:49:18,0,0,4331,105439
2025-12-09_03:49:23,0,0,4330,105440
2025-12-09_03:49:28,0,0,4329,105440
2025-12-09_03:49:33,0,0,4329,105441
2025-12-09_03:49:38,0,0,4329,105441
2025-12-09_03:49:43,0,0,4329,105441
2025-12-09_03:49:48,0,0,4328,105442
2025-12-09_03:49:53,0,0,4327,105442
2025-12-09_03:49:58,0,0,4327,105443
2025-12-09_03:50:03,0,0,4320,105449
2025-12-09_03:50:08,0,0,4320,105450
2025-12-09_03:50:13,0,0,4320,105450
2025-12-09_03:50:18,0,0,4320,105450
2025-12-09_03:50:23,0,0,4316,105454
2025-12-09_03:50:28,0,0,4316,105454
2025-12-09_03:50:33,0,0,4315,105455
2025-12-09_03:50:38,0,0,4315,105455
2025-12-09_03:50:43,0,0,4315,105455
2025-12-09_03:50:48,0,0,4318,105452
2025-12-09_03:50:53,0,0,4318,105452
2025-12-09_03:50:58,0,0,4317,105453
2025-12-09_03:51:03,0,0,4326,105444
2025-12-09_03:51:08,0,0,4326,105444
2025-12-09_03:51:13,0,0,4324,105446
2025-12-09_03:51:18,0,0,4324,105446
2025-12-09_03:51:23,0,0,4327,105443
2025-12-09_03:51:28,0,0,4326,105444
2025-12-09_03:51:33,0,0,4326,105444
2025-12-09_03:51:38,0,0,4325,105444
2025-12-09_03:51:43,0,0,4325,105445
2025-12-09_03:51:48,0,0,4325,105445
2025-12-09_03:51:53,0,0,4325,105445
2025-12-09_03:51:58,0,0,4325,105445
2025-12-09_03:52:03,0,0,4324,105446
2025-12-09_03:52:08,0,0,4324,105446
2025-12-09_03:52:13,0,0,4323,105447
2025-12-09_03:52:18,0,0,4323,105447
2025-12-09_03:52:23,0,0,4322,105447
2025-12-09_03:52:28,0,0,4321,105449
2025-12-09_03:52:33,0,0,4321,105449
2025-12-09_03:52:38,0,0,4321,105449
2025-12-09_03:52:43,0,0,4320,105449
2025-12-09_03:52:48,0,0,4321,105449
2025-12-09_03:52:53,0,0,4321,105449
2025-12-09_03:52:58,0,0,4321,105449
2025-12-09_03:53:03,0,0,4329,105441
2025-12-09_03:53:08,0,0,4329,105441
2025-12-09_03:53:13,0,0,4328,105442
2025-12-09_03:53:18,0,0,4328,105442
2025-12-09_03:53:23,8,2,4325,105445
2025-12-09_03:53:28,7,2,4324,105446
2025-12-09_03:53:33,7,2,4324,105446
2025-12-09_03:53:38,6,2,4324,105446
2025-12-09_03:53:43,6,1,4324,105446
2025-12-09_03:53:48,5,1,4324,105446
2025-12-09_03:53:53,5,1,4323,105447
2025-12-09_03:53:58,4,1,4323,105447
2025-12-09_03:54:03,4,1,4327,105443
2025-12-09_03:54:08,4,1,4326,105444
2025-12-09_03:54:13,3,1,4325,105445
2025-12-09_03:54:18,3,1,4325,105445
2025-12-09_03:54:23,3,1,4323,105447
2025-12-09_03:54:28,2,1,4323,105447
2025-12-09_03:54:33,2,1,4323,105447
2025-12-09_03:54:38,2,1,4323,105447
2025-12-09_03:54:43,2,1,4322,105448
2025-12-09_03:54:48,2,1,4323,105447
2025-12-09_03:54:53,2,1,4323,105447
2025-12-09_03:54:58,1,1,4323,105447
2025-12-09_03:55:03,1,1,4328,105442
2025-12-09_03:55:08,1,1,4328,105442
2025-12-09_03:55:13,1,1,4328,105442
2025-12-09_03:55:18,1,1,4327,105442
2025-12-09_03:55:23,1,0,4326,105444
2025-12-09_03:55:28,1,0,4325,105445
2025-12-09_03:55:33,1,0,4325,105445
2025-12-09_03:55:38,1,0,4325,105445
2025-12-09_03:55:43,0,0,4324,105445
2025-12-09_03:55:48,0,0,4324,105446
2025-12-09_03:55:53,0,0,4320,105450
2025-12-09_03:55:58,0,0,4319,105450
2025-12-09_03:56:03,8,2,4321,105449
2025-12-09_03:56:08,8,2,4320,105449
2025-12-09_03:56:13,7,2,4320,105450
2025-12-09_03:56:18,6,2,4320,105450
2025-12-09_03:56:23,6,2,4322,105448
2025-12-09_03:56:28,5,2,4322,105448
2025-12-09_03:56:33,5,2,4321,105448
2025-12-09_03:56:38,5,1,4321,105448
2025-12-09_03:56:43,4,1,4321,105448
2025-12-09_03:56:48,4,1,4321,105449
2025-12-09_03:56:53,3,1,4321,105449
2025-12-09_03:56:58,3,1,4320,105449
2025-12-09_03:57:03,3,1,4321,105449
2025-12-09_03:57:08,3,1,4320,105449
2025-12-09_03:57:13,2,1,4319,105451
2025-12-09_03:57:18,2,1,4319,105451
2025-12-09_03:57:23,2,1,4320,105450
2025-12-09_03:57:28,2,1,4316,105454
2025-12-09_03:57:33,2,1,4316,105454
2025-12-09_03:57:38,2,1,4316,105454
2025-12-09_03:57:43,1,1,4316,105454
2025-12-09_03:57:48,1,1,4318,105452
2025-12-09_03:57:53,1,1,4318,105452
2025-12-09_03:57:58,1,1,4318,105452
2025-12-09_03:58:03,9,2,4323,105447
2025-12-09_03:58:08,8,2,4323,105447
2025-12-09_03:58:13,8,2,4322,105448
2025-12-09_03:58:18,7,2,4322,105448
2025-12-09_03:58:23,6,2,4322,105448
2025-12-09_03:58:28,6,2,4322,105448
2025-12-09_03:58:33,5,2,4322,105448
2025-12-09_03:58:38,5,2,4322,105448
2025-12-09_03:58:43,4,2,4322,105448
2025-12-09_03:58:48,4,2,4322,105448
2025-12-09_03:58:53,4,2,4318,105452
2025-12-09_03:58:58,3,2,4318,105452
2025-12-09_03:59:03,3,2,4322,105448
2025-12-09_03:59:08,3,2,4322,105448
2025-12-09_03:59:13,3,2,4322,105448
2025-12-09_03:59:18,2,2,4322,105448
2025-12-09_03:59:23,2,2,4322,105448
2025-12-09_03:59:28,2,2,4322,105448
2025-12-09_03:59:33,2,1,4322,105448
2025-12-09_03:59:38,2,1,4322,105448
2025-12-09_03:59:43,1,1,4322,105448
2025-12-09_03:59:48,1,1,4322,105448
2025-12-09_03:59:53,1,1,4321,105448
2025-12-09_03:59:58,1,1,4321,105448
2025-12-09_04:00:03,9,3,4331,105439
2025-12-09_04:00:08,8,3,4330,105439
2025-12-09_04:00:13,8,3,4329,105441
2025-12-09_04:00:18,7,3,4329,105441
2025-12-09_04:00:23,6,3,4325,105445
2025-12-09_04:00:28,6,3,4324,105445
2025-12-09_04:00:33,5,3,4324,105446
2025-12-09_04:00:38,5,3,4323,105446
2025-12-09_04:00:43,4,2,4322,105448
2025-12-09_04:00:48,4,2,4326,105443
2025-12-09_04:00:53,4,2,4326,105444
2025-12-09_04:00:58,3,2,4326,105444
2025-12-09_04:01:03,3,2,4330,105439
2025-12-09_04:01:08,3,2,4330,105439
2025-12-09_04:01:13,3,2,4325,105445
2025-12-09_04:01:18,2,2,4325,105445
2025-12-09_04:01:23,2,2,4322,105448
2025-12-09_04:01:28,2,2,4321,105449
2025-12-09_04:01:33,2,2,4320,105449
2025-12-09_04:01:38,2,2,4320,105449
2025-12-09_04:01:43,1,2,4320,105450
2025-12-09_04:01:48,9,4,4321,105449
2025-12-09_04:01:53,9,3,4320,105450
2025-12-09_04:01:58,8,3,4320,105449
2025-12-09_04:02:03,15,5,4322,105448
2025-12-09_04:02:08,14,5,4322,105448
2025-12-09_04:02:13,13,5,4321,105449
2025-12-09_04:02:18,12,5,4321,105449
2025-12-09_04:02:23,11,5,4318,105452
2025-12-09_04:02:28,10,4,4317,105452
2025-12-09_04:02:33,9,4,4317,105452
2025-12-09_04:02:38,8,4,4317,105452
2025-12-09_04:02:43,8,4,4317,105452
2025-12-09_04:02:48,7,4,4318,105451
2025-12-09_04:02:53,6,4,4318,105452
2025-12-09_04:02:58,6,4,4318,105452
2025-12-09_04:03:03,5,4,4323,105446
2025-12-09_04:03:08,5,4,4323,105447
2025-12-09_04:03:13,5,4,4322,105448
2025-12-09_04:03:18,4,4,4322,105448
2025-12-09_04:03:23,12,5,4326,105443
2025-12-09_04:03:28,11,5,4326,105444
2025-12-09_04:03:33,10,5,4325,105444
2025-12-09_04:03:38,9,5,4325,105444
2025-12-09_04:03:43,8,5,4325,105444
2025-12-09_04:03:48,8,5,4325,105444
2025-12-09_04:03:53,7,5,4325,105444
2025-12-09_04:03:58,7,4,4325,105444
2025-12-09_04:04:03,14,6,4328,105441
2025-12-09_04:04:08,13,6,4328,105442
2025-12-09_04:04:13,12,6,4327,105443
2025-12-09_04:04:18,11,6,4327,105443
2025-12-09_04:04:23,10,6,4326,105443
2025-12-09_04:04:28,9,5,4326,105444
2025-12-09_04:04:33,8,5,4325,105445
2025-12-09_04:04:38,8,5,4325,105445
2025-12-09_04:04:43,7,5,4324,105445
2025-12-09_04:04:48,6,5,4324,105445
2025-12-09_04:04:53,6,5,4324,105446
2025-12-09_04:04:58,5,5,4324,105446
2025-12-09_04:05:03,5,5,4328,105442
2025-12-09_04:05:08,5,5,4327,105442
2025-12-09_04:05:13,4,5,4327,105442
2025-12-09_04:05:18,4,4,4327,105442
2025-12-09_04:05:23,4,4,4327,105442
2025-12-09_04:05:28,3,4,4327,105443
2025-12-09_04:05:33,3,4,4327,105443
2025-12-09_04:05:38,3,4,4327,105443
2025-12-09_04:05:43,2,4,4327,105443
2025-12-09_04:05:48,2,4,4326,105443
2025-12-09_04:05:53,2,4,4326,105443
2025-12-09_04:05:58,2,4,4326,105443
2025-12-09_04:06:03,10,5,4326,105443
2025-12-09_04:06:08,9,5,4326,105444
2025-12-09_04:06:13,8,5,4326,105444
2025-12-09_04:06:18,8,5,4325,105444
2025-12-09_04:06:23,7,5,4327,105443
2025-12-09_04:06:28,6,5,4326,105443
2025-12-09_04:06:33,6,5,4326,105444
2025-12-09_04:06:38,5,5,4326,105444
2025-12-09_04:06:43,5,5,4326,105444
2025-12-09_04:06:48,4,4,4325,105445
2025-12-09_04:06:53,4,4,4324,105445
2025-12-09_04:06:58,4,4,4324,105445
2025-12-09_04:07:03,3,4,4328,105442
2025-12-09_04:07:08,3,4,4327,105443
2025-12-09_04:07:13,3,4,4326,105444
2025-12-09_04:07:18,3,4,4326,105444
2025-12-09_04:07:23,2,4,4328,105442
2025-12-09_04:07:28,2,4,4328,105442
2025-12-09_04:07:33,2,4,4327,105442
2025-12-09_04:07:38,2,3,4327,105442
2025-12-09_04:07:43,2,3,4327,105443
2025-12-09_04:07:48,1,3,4328,105442
2025-12-09_04:07:53,1,3,4327,105442
2025-12-09_04:07:58,1,3,4327,105443
2025-12-09_04:08:03,9,5,4329,105441
2025-12-09_04:08:08,8,5,4328,105441
2025-12-09_04:08:13,8,4,4328,105442
2025-12-09_04:08:18,7,4,4328,105442
2025-12-09_04:08:23,6,4,4328,105442
2025-12-09_04:08:28,6,4,4328,105442
2025-12-09_04:08:33,5,4,4327,105442
2025-12-09_04:08:38,5,4,4327,105442
2025-12-09_04:08:43,5,4,4327,105443
2025-12-09_04:08:48,4,4,4326,105444
2025-12-09_04:08:53,4,4,4326,105444
2025-12-09_04:08:58,3,4,4326,105444
2025-12-09_04:09:03,3,4,4328,105442
2025-12-09_04:09:08,3,3,4327,105442
2025-12-09_04:09:13,3,3,4327,105443
2025-12-09_04:09:18,2,3,4327,105443
2025-12-09_04:09:23,2,3,4329,105441
2025-12-09_04:09:28,2,3,4329,105441
2025-12-09_04:09:33,2,3,4328,105441
2025-12-09_04:09:38,2,3,4328,105441
2025-12-09_04:09:43,2,3,4328,105442
2025-12-09_04:09:48,1,3,4333,105436
2025-12-09_04:09:53,1,3,4333,105437
2025-12-09_04:09:58,1,3,4333,105437
2025-12-09_04:10:03,17,6,4336,105433
2025-12-09_04:10:08,16,6,4336,105434
2025-12-09_04:10:13,14,6,4335,105435
2025-12-09_04:10:18,13,6,4335,105435
2025-12-09_04:10:23,12,6,4335,105434
2025-12-09_04:10:28,11,5,4334,105436
2025-12-09_04:10:33,10,5,4333,105436
2025-12-09_04:10:38,9,5,4333,105436
2025-12-09_04:10:43,9,5,4333,105437
2025-12-09_04:10:48,8,5,4334,105436
2025-12-09_04:10:53,7,5,4333,105437
