datetime,cpu_load1,cpu_load5,mem_used(M),mem_free(M)
2025-12-09_11:18:23,0,0,4322,105438
2025-12-09_11:18:28,0,0,4321,105439
2025-12-09_11:18:33,0,0,4320,105441
2025-12-09_11:18:38,0,0,4320,105440
2025-12-09_11:18:43,0,0,4319,105441
2025-12-09_11:18:48,0,0,4321,105439
2025-12-09_11:18:53,0,0,4320,105440
2025-12-09_11:18:58,0,0,4320,105440
2025-12-09_11:19:03,0,0,4320,105440
2025-12-09_11:19:08,0,0,4321,105439
2025-12-09_11:19:13,0,0,4320,105440
2025-12-09_11:19:18,0,0,4320,105440
2025-12-09_11:19:23,0,0,4321,105439
2025-12-09_11:19:28,0,0,4320,105440
2025-12-09_11:19:33,0,0,4321,105439
2025-12-09_11:19:38,0,0,4319,105441
2025-12-09_11:19:43,0,0,4319,105442
2025-12-09_11:19:48,0,0,4320,105440
2025-12-09_11:19:53,0,0,4319,105442
2025-12-09_11:19:58,0,0,4318,105442
2025-12-09_11:20:03,0,0,4317,105443
2025-12-09_11:20:08,0,0,4317,105444
2025-12-09_11:20:13,0,0,4315,105445
2025-12-09_11:20:18,0,0,4315,105445
2025-12-09_11:20:23,0,0,4320,105440
2025-12-09_11:20:28,0,0,4320,105441
2025-12-09_11:20:33,0,0,4319,105441
2025-12-09_11:20:38,0,0,4318,105442
2025-12-09_11:20:43,0,0,4318,105442
2025-12-09_11:20:48,0,0,4319,105441
2025-12-09_11:20:53,0,0,4319,105441
2025-12-09_11:20:58,0,0,4319,105441
2025-12-09_11:21:03,16,3,4324,105436
2025-12-09_11:21:08,15,3,4324,105437
2025-12-09_11:21:13,13,3,4322,105438
2025-12-09_11:21:18,12,3,4322,105438
2025-12-09_11:21:23,19,5,4324,105437
2025-12-09_11:21:28,18,5,4323,105437
2025-12-09_11:21:33,16,4,4323,105437
2025-12-09_11:21:38,15,4,4322,105439
2025-12-09_11:21:43,14,4,4321,105439
2025-12-09_11:21:48,13,4,4322,105438
2025-12-09_11:21:53,12,4,4321,105439
2025-12-09_11:21:58,11,4,4321,105439
2025-12-09_11:22:03,10,4,4319,105441
2025-12-09_11:22:08,9,4,4315,105445
2025-12-09_11:22:13,8,4,4314,105446
2025-12-09_11:22:18,8,4,4314,105446
2025-12-09_11:22:23,7,3,4314,105446
2025-12-09_11:22:28,6,3,4314,105446
2025-12-09_11:22:33,6,3,4315,105445
2025-12-09_11:22:38,5,3,4314,105446
2025-12-09_11:22:43,5,3,4314,105447
2025-12-09_11:22:48,4,3,4317,105444
2025-12-09_11:22:53,4,3,4316,105444
2025-12-09_11:22:58,4,3,4316,105444
2025-12-09_11:23:03,3,3,4320,105440
2025-12-09_11:23:08,3,3,4319,105441
2025-12-09_11:23:13,3,3,4318,105442
2025-12-09_11:23:18,3,3,4319,105442
2025-12-09_11:23:23,2,3,4322,105438
2025-12-09_11:23:28,2,3,4321,105439
2025-12-09_11:23:33,2,2,4319,105441
2025-12-09_11:23:38,2,2,4318,105443
2025-12-09_11:23:43,2,2,4317,105443
2025-12-09_11:23:48,1,2,4318,105442
2025-12-09_11:23:53,1,2,4317,105443
2025-12-09_11:23:58,1,2,4317,105443
2025-12-09_11:24:03,1,2,4327,105433
2025-12-09_11:24:08,1,2,4326,105434
2025-12-09_11:24:13,1,2,4326,105435
2025-12-09_11:24:18,1,2,4325,105435
2025-12-09_11:24:23,1,2,4327,105434
2025-12-09_11:24:28,1,2,4325,105435
2025-12-09_11:24:33,0,2,4326,105434
2025-12-09_11:24:38,0,2,4324,105436
2025-12-09_11:24:43,0,2,4324,105437
2025-12-09_11:24:48,0,2,4324,105436
2025-12-09_11:24:53,0,2,4324,105437
2025-12-09_11:24:58,0,2,4323,105437
2025-12-09_11:25:03,0,2,4332,105429
2025-12-09_11:25:08,0,2,4331,105429
2025-12-09_11:25:13,0,2,4330,105430
2025-12-09_11:25:18,0,1,4329,105431
2025-12-09_11:25:23,0,1,4329,105431
2025-12-09_11:25:28,0,1,4329,105432
2025-12-09_11:25:33,0,1,4329,105431
2025-12-09_11:25:38,0,1,4327,105433
2025-12-09_11:25:43,0,1,4327,105433
2025-12-09_11:25:48,0,1,4328,105432
2025-12-09_11:25:53,0,1,4330,105430
2025-12-09_11:25:58,0,1,4330,105430
2025-12-09_11:26:03,0,1,4328,105432
2025-12-09_11:26:08,0,1,4324,105436
2025-12-09_11:26:13,0,1,4322,105438
2025-12-09_11:26:18,0,1,4322,105438
2025-12-09_11:26:23,0,1,4323,105437
2025-12-09_11:26:28,0,1,4323,105437
2025-12-09_11:26:33,0,1,4323,105437
2025-12-09_11:26:38,0,1,4321,105439
2025-12-09_11:26:43,0,1,4320,105440
2025-12-09_11:26:48,0,1,4320,105440
2025-12-09_11:26:53,0,1,4317,105443
2025-12-09_11:26:58,0,0,4317,105443
2025-12-09_11:27:03,0,0,4316,105444
2025-12-09_11:27:08,0,0,4314,105446
2025-12-09_11:27:13,0,0,4315,105446
2025-12-09_11:27:18,0,0,4314,105446
2025-12-09_11:27:23,0,0,4314,105446
2025-12-09_11:27:28,0,0,4314,105447
2025-12-09_11:27:33,0,0,4316,105445
2025-12-09_11:27:38,0,0,4316,105444
2025-12-09_11:27:43,0,0,4316,105444
2025-12-09_11:27:48,0,0,4316,105444
2025-12-09_11:27:53,0,0,4315,105445
2025-12-09_11:27:58,0,0,4315,105445
2025-12-09_11:28:03,0,0,4329,105431
2025-12-09_11:28:08,0,0,4327,105433
2025-12-09_11:28:13,0,0,4327,105433
2025-12-09_11:28:18,0,0,4327,105434
2025-12-09_11:28:23,0,0,4327,105433
2025-12-09_11:28:28,0,0,4327,105433
2025-12-09_11:28:33,0,0,4327,105434
2025-12-09_11:28:38,0,0,4326,105434
2025-12-09_11:28:43,0,0,4326,105434
2025-12-09_11:28:48,0,0,4326,105434
2025-12-09_11:28:53,0,0,4327,105433
2025-12-09_11:28:58,0,0,4327,105433
2025-12-09_11:29:03,16,3,4333,105427
2025-12-09_11:29:08,15,3,4332,105428
2025-12-09_11:29:13,13,3,4332,105428
2025-12-09_11:29:18,12,3,4332,105428
2025-12-09_11:29:23,11,3,4333,105428
2025-12-09_11:29:28,10,3,4332,105428
2025-12-09_11:29:33,10,3,4333,105427
2025-12-09_11:29:38,9,3,4332,105428
2025-12-09_11:29:43,8,3,4332,105428
2025-12-09_11:29:48,7,3,4332,105428
2025-12-09_11:29:53,7,3,4333,105427
2025-12-09_11:29:58,6,3,4332,105428
2025-12-09_11:30:03,6,3,4324,105437
2025-12-09_11:30:08,5,2,4323,105437
2025-12-09_11:30:13,5,2,4322,105438
2025-12-09_11:30:18,4,2,4322,105438
2025-12-09_11:30:23,4,2,4321,105439
2025-12-09_11:30:28,4,2,4319,105441
2025-12-09_11:30:33,3,2,4319,105441
2025-12-09_11:30:38,3,2,4318,105442
2025-12-09_11:30:43,3,2,4317,105443
2025-12-09_11:30:48,2,2,4317,105443
2025-12-09_11:30:53,2,2,4318,105442
2025-12-09_11:30:58,2,2,4318,105442
2025-12-09_11:31:03,2,2,4321,105439
2025-12-09_11:31:08,2,2,4321,105440
2025-12-09_11:31:13,2,2,4320,105440
2025-12-09_11:31:18,1,2,4319,105441
2025-12-09_11:31:23,1,2,4321,105439
2025-12-09_11:31:28,1,2,4321,105439
2025-12-09_11:31:33,1,2,4321,105439
2025-12-09_11:31:38,1,2,4320,105440
2025-12-09_11:31:43,1,2,4319,105441
2025-12-09_11:31:48,1,2,4319,105441
2025-12-09_11:31:53,1,1,4319,105441
2025-12-09_11:31:58,1,1,4319,105441
2025-12-09_11:32:03,0,1,4326,105434
2025-12-09_11:32:08,0,1,4326,105434
2025-12-09_11:32:13,0,1,4325,105435
2025-12-09_11:32:18,0,1,4326,105434
2025-12-09_11:32:23,0,1,4328,105432
2025-12-09_11:32:28,0,1,4328,105432
2025-12-09_11:32:33,0,1,4328,105432
2025-12-09_11:32:38,0,1,4328,105432
2025-12-09_11:32:43,0,1,4328,105432
2025-12-09_11:32:48,0,1,4328,105432
2025-12-09_11:32:53,0,1,4327,105433
2025-12-09_11:32:58,0,1,4327,105433
2025-12-09_11:33:03,0,1,4333,105427
2025-12-09_11:33:08,0,1,4333,105427
2025-12-09_11:33:13,0,1,4331,105429
2025-12-09_11:33:18,0,1,4331,105429
2025-12-09_11:33:23,0,1,4331,105429
2025-12-09_11:33:28,0,1,4331,105429
2025-12-09_11:33:33,0,0,4330,105430
2025-12-09_11:33:38,0,0,4331,105429
2025-12-09_11:33:43,0,0,4330,105430
2025-12-09_11:33:48,0,0,4330,105430
2025-12-09_11:33:53,0,0,4331,105429
2025-12-09_11:33:58,0,0,4330,105430
2025-12-09_11:34:03,0,0,4325,105435
2025-12-09_11:34:08,0,0,4324,105436
2025-12-09_11:34:13,0,0,4320,105440
2025-12-09_11:34:18,0,0,4320,105440
2025-12-09_11:34:23,0,0,4318,105442
2025-12-09_11:34:28,0,0,4318,105442
2025-12-09_11:34:33,0,0,4318,105442
2025-12-09_11:34:38,0,0,4320,105440
2025-12-09_11:34:43,0,0,4319,105441
2025-12-09_11:34:48,0,0,4319,105441
2025-12-09_11:34:53,0,0,4315,105445
2025-12-09_11:34:58,0,0,4315,105445
2025-12-09_11:35:03,0,0,4322,105438
2025-12-09_11:35:08,0,0,4322,105438
2025-12-09_11:35:13,0,0,4321,105439
2025-12-09_11:35:18,0,0,4321,105439
2025-12-09_11:35:23,0,0,4322,105438
2025-12-09_11:35:28,0,0,4321,105438
2025-12-09_11:35:33,0,0,4321,105439
2025-12-09_11:35:38,0,0,4319,105441
2025-12-09_11:35:43,0,0,4318,105442
2025-12-09_11:35:48,0,0,4317,105443
2025-12-09_11:35:53,0,0,4317,105443
2025-12-09_11:35:58,0,0,4317,105443
2025-12-09_11:36:03,0,0,4320,105440
2025-12-09_11:36:08,0,0,4316,105444
2025-12-09_11:36:13,0,0,4315,105445
2025-12-09_11:36:18,0,0,4315,105445
2025-12-09_11:36:23,0,0,4317,105443
2025-12-09_11:36:28,0,0,4317,105443
2025-12-09_11:36:33,0,0,4317,105443
2025-12-09_11:36:38,0,0,4312,105448
2025-12-09_11:36:43,0,0,4311,105448
2025-12-09_11:36:48,0,0,4311,105448
2025-12-09_11:36:53,0,0,4310,105450
2025-12-09_11:36:58,0,0,4310,105450
2025-12-09_11:37:03,0,0,4318,105442
2025-12-09_11:37:08,0,0,4318,105442
2025-12-09_11:37:13,0,0,4317,105443
2025-12-09_11:37:18,0,0,4317,105443
2025-12-09_11:37:23,0,0,4316,105444
2025-12-09_11:37:28,0,0,4315,105445
2025-12-09_11:37:33,0,0,4315,105445
2025-12-09_11:37:38,0,0,4315,105445
2025-12-09_11:37:43,0,0,4315,105445
2025-12-09_11:37:48,0,0,4315,105445
2025-12-09_11:37:53,0,0,4316,105444
2025-12-09_11:37:58,0,0,4315,105445
2025-12-09_11:38:03,72,15,4318,105442
2025-12-09_11:38:08,66,15,4317,105443
2025-12-09_11:38:13,61,14,4316,105444
2025-12-09_11:38:18,56,14,4316,105444
2025-12-09_11:38:23,52,14,4319,105441
2025-12-09_11:38:28,47,14,4319,105441
2025-12-09_11:38:33,44,13,4319,105441
2025-12-09_11:38:38,40,13,4316,105444
2025-12-09_11:38:43,37,13,4316,105444
2025-12-09_11:38:48,34,13,4315,105445
2025-12-09_11:38:53,31,12,4318,105442
2025-12-09_11:38:58,29,12,4317,105442
2025-12-09_11:39:03,26,12,4325,105435
2025-12-09_11:39:08,24,12,4325,105435
2025-12-09_11:39:13,22,12,4324,105436
2025-12-09_11:39:18,20,11,4323,105436
2025-12-09_11:39:23,19,11,4324,105436
2025-12-09_11:39:28,17,11,4321,105439
2025-12-09_11:39:33,16,11,4317,105443
2025-12-09_11:39:38,15,11,4315,105445
2025-12-09_11:39:43,13,10,4311,105449
2025-12-09_11:39:48,12,10,4311,105449
2025-12-09_11:39:53,11,10,4311,105449
2025-12-09_11:39:58,10,10,4311,105449
2025-12-09_11:40:03,10,10,4317,105442
2025-12-09_11:40:08,9,9,4317,105443
2025-12-09_11:40:13,8,9,4316,105444
2025-12-09_11:40:18,7,9,4316,105444
2025-12-09_11:40:23,7,9,4316,105444
2025-12-09_11:40:28,6,9,4314,105446
2025-12-09_11:40:33,6,8,4314,105446
2025-12-09_11:40:38,5,8,4315,105445
2025-12-09_11:40:43,5,8,4315,105445
2025-12-09_11:40:48,4,8,4315,105445
2025-12-09_11:40:53,4,8,4315,105444
2025-12-09_11:40:58,4,8,4315,105444
2025-12-09_11:41:03,3,8,4316,105444
2025-12-09_11:41:08,3,7,4315,105445
2025-12-09_11:41:13,3,7,4314,105446
2025-12-09_11:41:18,2,7,4314,105446
2025-12-09_11:41:23,2,7,4317,105442
2025-12-09_11:41:28,2,7,4317,105443
2025-12-09_11:41:33,2,7,4317,105443
2025-12-09_11:41:38,2,7,4317,105442
2025-12-09_11:41:43,2,6,4317,105443
2025-12-09_11:41:48,1,6,4317,105443
2025-12-09_11:41:53,1,6,4318,105442
2025-12-09_11:41:58,1,6,4318,105442
2025-12-09_11:42:03,1,6,4319,105441
2025-12-09_11:42:08,1,6,4318,105441
2025-12-09_11:42:13,1,6,4318,105442
2025-12-09_11:42:18,1,6,4317,105442
2025-12-09_11:42:23,1,5,4316,105444
2025-12-09_11:42:28,1,5,4315,105445
2025-12-09_11:42:33,0,5,4311,105449
2025-12-09_11:42:38,0,5,4313,105447
2025-12-09_11:42:43,0,5,4312,105448
2025-12-09_11:42:48,0,5,4312,105448
2025-12-09_11:42:53,0,5,4315,105445
2025-12-09_11:42:58,0,5,4315,105445
2025-12-09_11:43:03,0,5,4315,105444
2025-12-09_11:43:08,0,5,4315,105445
2025-12-09_11:43:13,0,4,4314,105445
2025-12-09_11:43:18,0,4,4314,105446
2025-12-09_11:43:23,0,4,4315,105445
2025-12-09_11:43:28,0,4,4314,105446
2025-12-09_11:43:33,0,4,4313,105446
2025-12-09_11:43:38,0,4,4312,105448
2025-12-09_11:43:43,0,4,4311,105448
2025-12-09_11:43:48,0,4,4311,105448
2025-12-09_11:43:53,0,4,4313,105447
2025-12-09_11:43:58,0,4,4313,105447
2025-12-09_11:44:03,0,4,4322,105438
2025-12-09_11:44:08,0,3,4318,105442
2025-12-09_11:44:13,0,3,4317,105442
2025-12-09_11:44:18,0,3,4317,105442
2025-12-09_11:44:23,0,3,4319,105441
2025-12-09_11:44:28,0,3,4319,105441
2025-12-09_11:44:33,0,3,4319,105441
2025-12-09_11:44:38,0,3,4318,105441
2025-12-09_11:44:43,0,3,4318,105442
2025-12-09_11:44:48,0,3,4318,105442
2025-12-09_11:44:53,0,3,4320,105439
2025-12-09_11:44:58,0,3,4320,105439
2025-12-09_11:45:03,0,3,4330,105429
2025-12-09_11:45:08,0,3,4329,105430
2025-12-09_11:45:13,0,3,4328,105431
2025-12-09_11:45:18,0,2,4328,105432
2025-12-09_11:45:23,0,2,4328,105432
2025-12-09_11:45:28,0,2,4326,105433
2025-12-09_11:45:33,0,2,4326,105433
2025-12-09_11:45:38,0,2,4326,105434
2025-12-09_11:45:43,0,2,4326,105434
2025-12-09_11:45:48,0,2,4325,105434
2025-12-09_11:45:53,0,2,4326,105434
2025-12-09_11:45:58,0,2,4326,105434
2025-12-09_11:46:03,24,7,4330,105429
2025-12-09_11:46:08,22,7,4330,105430
2025-12-09_11:46:13,20,7,4330,105430
2025-12-09_11:46:18,19,7,4329,105430
2025-12-09_11:46:23,17,6,4331,105428
2025-12-09_11:46:28,16,6,4330,105429
2025-12-09_11:46:33,14,6,4330,105429
2025-12-09_11:46:38,13,6,4330,105430
2025-12-09_11:46:43,12,6,4329,105431
2025-12-09_11:46:48,11,6,4329,105431
2025-12-09_11:46:53,10,6,4331,105429
2025-12-09_11:46:58,9,6,4330,105429
2025-12-09_11:47:03,9,5,4332,105428
2025-12-09_11:47:08,8,5,4331,105429
2025-12-09_11:47:13,7,5,4330,105430
2025-12-09_11:47:18,7,5,4330,105430
2025-12-09_11:47:23,6,5,4331,105429
2025-12-09_11:47:28,6,5,4332,105427
2025-12-09_11:47:33,5,5,4332,105428
2025-12-09_11:47:38,5,5,4331,105429
2025-12-09_11:47:43,4,5,4330,105429
2025-12-09_11:47:48,4,5,4330,105430
2025-12-09_11:47:53,4,4,4330,105430
2025-12-09_11:47:58,3,4,4330,105430
2025-12-09_11:48:03,3,4,4327,105433
2025-12-09_11:48:08,3,4,4326,105434
2025-12-09_11:48:13,2,4,4325,105435
2025-12-09_11:48:18,2,4,4325,105435
2025-12-09_11:48:23,2,4,4324,105436
2025-12-09_11:48:28,2,4,4323,105437
2025-12-09_11:48:33,2,4,4318,105441
2025-12-09_11:48:38,2,4,4321,105438
2025-12-09_11:48:43,1,4,4320,105439
2025-12-09_11:48:48,1,3,4319,105440
2025-12-09_11:48:53,1,3,4321,105439
2025-12-09_11:48:58,1,3,4320,105439
2025-12-09_11:49:03,1,3,4324,105435
2025-12-09_11:49:08,1,3,4325,105435
2025-12-09_11:49:13,1,3,4324,105436
2025-12-09_11:49:18,1,3,4324,105436
2025-12-09_11:49:23,1,3,4324,105436
2025-12-09_11:49:28,0,3,4323,105436
2025-12-09_11:49:33,0,3,4323,105437
2025-12-09_11:49:38,0,3,4324,105436
2025-12-09_11:49:43,0,3,4324,105436
2025-12-09_11:49:48,0,3,4324,105436
2025-12-09_11:49:53,0,3,4325,105434
2025-12-09_11:49:58,0,2,4325,105435
2025-12-09_11:50:03,0,2,4318,105442
2025-12-09_11:50:08,0,2,4318,105442
2025-12-09_11:50:13,0,2,4316,105443
2025-12-09_11:50:18,0,2,4316,105443
2025-12-09_11:50:23,0,2,4316,105443
2025-12-09_11:50:28,0,2,4319,105440
2025-12-09_11:50:33,0,2,4319,105441
2025-12-09_11:50:38,0,2,4320,105440
2025-12-09_11:50:43,0,2,4319,105440
2025-12-09_11:50:48,0,2,4319,105440
2025-12-09_11:50:53,0,2,4321,105439
2025-12-09_11:50:58,0,2,4320,105439
2025-12-09_11:51:03,0,2,4328,105432
2025-12-09_11:51:08,0,2,4322,105437
2025-12-09_11:51:13,0,2,4321,105438
2025-12-09_11:51:18,0,2,4321,105439
2025-12-09_11:51:23,0,2,4321,105439
2025-12-09_11:51:28,0,2,4321,105438
2025-12-09_11:51:33,0,2,4320,105439
2025-12-09_11:51:38,0,2,4320,105440
2025-12-09_11:51:43,0,1,4319,105440
2025-12-09_11:51:48,0,1,4319,105440
2025-12-09_11:51:53,0,1,4318,105441
2025-12-09_11:51:58,0,1,4318,105441
2025-12-09_11:52:03,0,1,4319,105440
2025-12-09_11:52:08,0,1,4318,105441
2025-12-09_11:52:13,0,1,4317,105443
2025-12-09_11:52:18,0,1,4317,105443
2025-12-09_11:52:23,0,1,4317,105443
2025-12-09_11:52:28,0,1,4316,105444
2025-12-09_11:52:33,0,1,4315,105444
2025-12-09_11:52:38,0,1,4315,105444
2025-12-09_11:52:43,0,1,4314,105445
2025-12-09_11:52:48,0,1,4314,105445
2025-12-09_11:52:53,0,1,4315,105444
2025-12-09_11:52:58,0,1,4315,105444
2025-12-09_11:53:03,0,1,4317,105442
2025-12-09_11:53:08,0,1,4317,105442
2025-12-09_11:53:13,0,1,4316,105443
2025-12-09_11:53:18,0,1,4316,105443
2025-12-09_11:53:23,0,0,4316,105444
2025-12-09_11:53:28,0,0,4317,105443
2025-12-09_11:53:33,0,0,4316,105443
2025-12-09_11:53:38,0,0,4317,105443
2025-12-09_11:53:43,0,0,4316,105443
2025-12-09_11:53:48,0,0,4316,105444
2025-12-09_11:53:53,0,0,4318,105442
2025-12-09_11:53:58,0,0,4317,105442
2025-12-09_11:54:03,16,3,4317,105442
2025-12-09_11:54:08,15,3,4317,105443
2025-12-09_11:54:13,13,3,4315,105444
2025-12-09_11:54:18,12,3,4315,105444
2025-12-09_11:54:23,11,3,4314,105445
2025-12-09_11:54:28,10,3,4314,105445
2025-12-09_11:54:33,10,3,4314,105446
2025-12-09_11:54:38,9,3,4315,105445
2025-12-09_11:54:43,8,3,4315,105445
2025-12-09_11:54:48,7,3,4314,105445
2025-12-09_11:54:53,7,3,4313,105447
2025-12-09_11:54:58,6,3,4313,105447
2025-12-09_11:55:03,6,3,4320,105439
2025-12-09_11:55:08,5,3,4319,105440
2025-12-09_11:55:13,5,2,4319,105441
2025-12-09_11:55:18,4,2,4319,105441
2025-12-09_11:55:23,4,2,4318,105441
2025-12-09_11:55:28,4,2,4318,105442
2025-12-09_11:55:33,3,2,4317,105443
2025-12-09_11:55:38,3,2,4317,105442
2025-12-09_11:55:43,3,2,4317,105443
2025-12-09_11:55:48,2,2,4316,105443
2025-12-09_11:55:53,2,2,4318,105442
2025-12-09_11:55:58,2,2,4318,105442
2025-12-09_11:56:03,2,2,4331,105428
2025-12-09_11:56:08,2,2,4331,105429
2025-12-09_11:56:13,2,2,4329,105431
2025-12-09_11:56:18,1,2,4329,105431
2025-12-09_11:56:23,1,2,4328,105431
2025-12-09_11:56:28,1,2,4326,105433
2025-12-09_11:56:33,1,2,4325,105434
2025-12-09_11:56:38,1,2,4325,105434
2025-12-09_11:56:43,1,2,4325,105435
2025-12-09_11:56:48,1,2,4324,105436
2025-12-09_11:56:53,1,2,4325,105435
2025-12-09_11:56:58,1,1,4325,105435
2025-12-09_11:57:03,0,1,4332,105427
2025-12-09_11:57:08,0,1,4332,105427
2025-12-09_11:57:13,0,1,4331,105429
2025-12-09_11:57:18,0,1,4331,105429
2025-12-09_11:57:23,0,1,4330,105429
2025-12-09_11:57:28,0,1,4329,105430
2025-12-09_11:57:33,0,1,4329,105430
2025-12-09_11:57:38,0,1,4329,105431
2025-12-09_11:57:43,0,1,4328,105431
2025-12-09_11:57:48,0,1,4328,105431
2025-12-09_11:57:53,0,1,4328,105432
2025-12-09_11:57:58,0,1,4327,105432
2025-12-09_11:58:03,0,1,4331,105429
2025-12-09_11:58:08,0,1,4330,105429
2025-12-09_11:58:13,0,1,4329,105430
2025-12-09_11:58:18,0,1,4329,105431
2025-12-09_11:58:23,0,1,4328,105431
2025-12-09_11:58:28,0,1,4328,105431
2025-12-09_11:58:33,0,1,4328,105432
2025-12-09_11:58:38,0,0,4327,105432
2025-12-09_11:58:43,0,0,4327,105433
2025-12-09_11:58:48,0,0,4326,105433
2025-12-09_11:58:53,0,0,4325,105434
2025-12-09_11:58:58,0,0,4325,105434
2025-12-09_11:59:03,0,0,4331,105428
2025-12-09_11:59:08,0,0,4330,105429
2025-12-09_11:59:13,0,0,4330,105430
2025-12-09_11:59:18,0,0,4330,105430
2025-12-09_11:59:23,0,0,4329,105430
2025-12-09_11:59:28,0,0,4332,105428
2025-12-09_11:59:33,0,0,4331,105429
2025-12-09_11:59:38,0,0,4331,105429
2025-12-09_11:59:43,0,0,4330,105429
2025-12-09_11:59:48,0,0,4330,105429
2025-12-09_11:59:53,0,0,4332,105428
2025-12-09_11:59:58,0,0,4332,105428
2025-12-09_12:00:03,0,0,4332,105427
2025-12-09_12:00:08,0,0,4332,105427
2025-12-09_12:00:13,0,0,4332,105427
2025-12-09_12:00:18,0,0,4332,105427
2025-12-09_12:00:23,0,0,4332,105427
2025-12-09_12:00:28,0,0,4333,105426
2025-12-09_12:00:33,0,0,4333,105427
2025-12-09_12:00:38,0,0,4326,105433
2025-12-09_12:00:43,0,0,4326,105433
2025-12-09_12:00:48,0,0,4326,105433
2025-12-09_12:00:53,0,0,4327,105433
2025-12-09_12:00:58,0,0,4326,105433
2025-12-09_12:01:03,0,0,4329,105431
2025-12-09_12:01:08,0,0,4328,105431
2025-12-09_12:01:13,0,0,4328,105432
2025-12-09_12:01:18,0,0,4328,105432
2025-12-09_12:01:23,0,0,4328,105432
2025-12-09_12:01:28,0,0,4326,105433
2025-12-09_12:01:33,0,0,4326,105434
2025-12-09_12:01:38,0,0,4323,105436
2025-12-09_12:01:43,0,0,4322,105437
2025-12-09_12:01:48,0,0,4322,105437
2025-12-09_12:01:53,0,0,4323,105436
2025-12-09_12:01:58,0,0,4323,105437
2025-12-09_12:02:03,8,2,4326,105434
2025-12-09_12:02:08,7,2,4326,105434
2025-12-09_12:02:13,7,2,4324,105435
2025-12-09_12:02:18,6,2,4324,105435
2025-12-09_12:02:23,6,1,4324,105436
2025-12-09_12:02:28,5,1,4329,105430
2025-12-09_12:02:33,5,1,4328,105431
2025-12-09_12:02:38,4,1,4329,105430
2025-12-09_12:02:43,4,1,4328,105431
2025-12-09_12:02:48,4,1,4328,105432
2025-12-09_12:02:53,3,1,4329,105430
2025-12-09_12:02:58,3,1,4328,105431
2025-12-09_12:03:03,27,6,4331,105429
2025-12-09_12:03:08,25,6,4330,105429
2025-12-09_12:03:13,23,6,4328,105431
2025-12-09_12:03:18,21,6,4328,105432
2025-12-09_12:03:23,19,6,4327,105432
2025-12-09_12:03:28,18,6,4326,105433
2025-12-09_12:03:33,16,5,4325,105434
2025-12-09_12:03:38,15,5,4325,105435
2025-12-09_12:03:43,14,5,4323,105436
2025-12-09_12:03:48,12,5,4323,105436
2025-12-09_12:03:53,11,5,4323,105437
2025-12-09_12:03:58,10,5,4322,105437
2025-12-09_12:04:03,10,5,4332,105427
2025-12-09_12:04:08,9,5,4332,105428
2025-12-09_12:04:13,8,5,4331,105429
2025-12-09_12:04:18,7,5,4331,105429
2025-12-09_12:04:23,7,4,4331,105428
2025-12-09_12:04:28,6,4,4331,105428
2025-12-09_12:04:33,6,4,4330,105429
2025-12-09_12:04:38,5,4,4330,105429
2025-12-09_12:04:43,5,4,4330,105430
2025-12-09_12:04:48,4,4,4330,105430
2025-12-09_12:04:53,4,4,4332,105427
2025-12-09_12:04:58,4,4,4332,105428
2025-12-09_12:05:03,3,4,4333,105427
2025-12-09_12:05:08,3,4,4332,105427
2025-12-09_12:05:13,3,3,4331,105428
2025-12-09_12:05:18,3,3,4331,105428
2025-12-09_12:05:23,2,3,4331,105428
2025-12-09_12:05:28,2,3,4334,105425
2025-12-09_12:05:33,2,3,4334,105426
2025-12-09_12:05:38,2,3,4334,105425
2025-12-09_12:05:43,2,3,4333,105426
2025-12-09_12:05:48,1,3,4333,105426
2025-12-09_12:05:53,1,3,4334,105426
2025-12-09_12:05:58,1,3,4333,105426
2025-12-09_12:06:03,1,3,4335,105424
2025-12-09_12:06:08,1,3,4336,105424
2025-12-09_12:06:13,1,3,4334,105425
2025-12-09_12:06:18,1,3,4334,105426
2025-12-09_12:06:23,1,2,4333,105426
2025-12-09_12:06:28,1,2,4332,105427
2025-12-09_12:06:33,0,2,4327,105432
2025-12-09_12:06:38,0,2,4329,105430
2025-12-09_12:06:43,0,2,4329,105431
2025-12-09_12:06:48,0,2,4329,105431
2025-12-09_12:06:53,0,2,4330,105430
2025-12-09_12:06:58,0,2,4329,105430
2025-12-09_12:07:03,0,2,4333,105426
2025-12-09_12:07:08,0,2,4332,105427
2025-12-09_12:07:13,0,2,4332,105427
2025-12-09_12:07:18,0,2,4332,105427
2025-12-09_12:07:23,0,2,4331,105428
2025-12-09_12:07:28,0,2,4331,105428
2025-12-09_12:07:33,0,2,4331,105429
2025-12-09_12:07:38,0,2,4330,105429
2025-12-09_12:07:43,0,2,4329,105430
2025-12-09_12:07:48,0,2,4329,105430
2025-12-09_12:07:53,0,2,4331,105428
2025-12-09_12:07:58,0,2,4331,105428
2025-12-09_12:08:03,0,2,4329,105430
2025-12-09_12:08:08,0,1,4329,105430
2025-12-09_12:08:13,0,1,4323,105436
2025-12-09_12:08:18,0,1,4323,105436
2025-12-09_12:08:23,0,1,4319,105440
2025-12-09_12:08:28,0,1,4323,105437
2025-12-09_12:08:33,0,1,4323,105437
2025-12-09_12:08:38,0,1,4323,105436
2025-12-09_12:08:43,0,1,4323,105436
2025-12-09_12:08:48,0,1,4323,105437
2025-12-09_12:08:53,0,1,4322,105437
